"","INDEX","TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY"
"1672",1672,1,NA,2,28,2,16,1777,1,1379,2,2,4,1,11,1,1170,2,2,2,824,3,2,2,16,2
"1673",1673,1,NA,1,20,4,15,333,1,221,2,2,2,2,46,1,266,3,3,2,84,3,1,7,7,2
"1674",1674,1,NA,1,37,1,15,1303,1,1,1,1,3,1,22,1,1292,9,3,1,1,1,1,1,18,2
"1675",1675,0,NA,1,35,1,12,1405,1,1056,2,1,1,7,17,2,397,6,3,1,1,1,1,2,10,2
"1676",1676,1,NA,1,29,1,16,287,1,130,2,2,2,3,24,2,454,1,3,1,1,1,1,1,2,2
"1677",1677,0,NA,1,35,1,12,1472,1,1214,1,1,4,4,49,2,759,10,1,1,1,1,1,1,12,2
"1678",1678,0,NA,1,42,1,13,1249,1,1066,2,2,1,2,22,1,1198,1,2,1,603,3,1,7,13,1
"1679",1679,1,NA,1,31,1,13,1504,1,1198,2,2,2,2,19,1,763,16,6,2,759,3,1,5,2,2
"1680",1680,1,NA,1,40,1,14,1521,1,1,1,2,3,1,9,1,825,9,6,1,187,2,1,3,2,2
"1681",1681,0,NA,1,31,1,9,1673,1,1316,2,2,3,6,49,2,627,2,1,2,1,1,1,2,13,2
"1682",1682,1,NA,1,14,4,16,56,2,1,1,1,2,9,46,2,1,7,4,1,391,3,1,6,9,2
"1683",1683,1,NA,1,12,1,12,287,1,1,1,1,2,2,39,2,147,1,5,1,412,2,1,6,2,2
"1684",1684,1,NA,1,31,2,14,536,1,574,2,1,2,8,44,2,654,1,1,1,326,4,1,2,2,2
"1685",1685,1,NA,3,28,3,10,133,1,58,2,1,2,2,33,2,1099,1,5,1,1,1,1,3,6,2
"1686",1686,1,NA,1,23,1,11,1228,1,1,1,1,1,7,21,2,294,3,5,1,13,4,1,1,13,2
"1687",1687,0,NA,1,34,1,11,1693,1,1,1,1,3,7,10,2,1202,12,3,1,1,1,1,3,19,2
"1688",1688,1,NA,1,15,1,12,292,1,169,2,2,1,3,62,1,826,2,6,2,1,1,1,1,11,2
"1689",1689,0,NA,1,30,1,1,1,1,49,2,1,1,5,44,2,535,10,3,1,1,1,1,1,14,1
"1690",1690,0,NA,1,34,1,11,1476,1,1100,1,1,3,7,34,2,755,2,1,1,1,1,1,2,16,2
"1691",1691,0,NA,1,23,1,10,1104,1,1031,2,1,3,7,20,2,687,7,4,1,1,1,1,1,15,2
"1692",1692,0,NA,1,29,1,1,1,1,1,2,2,2,9,36,1,1243,1,2,2,1,1,1,3,2,1
"1693",1693,0,NA,1,9,2,1,1,2,1,1,1,1,5,61,2,1176,5,1,1,1,1,1,1,8,1
"1694",1694,1,NA,1,33,2,7,1407,2,1,1,2,3,7,48,1,1191,2,2,1,118,4,1,1,14,2
"1695",1695,1,NA,1,17,4,1,1,1,32,2,1,1,5,32,2,66,6,5,1,574,3,1,1,7,2
"1696",1696,1,NA,1,31,1,1,1,1,1,1,1,1,5,27,2,1,5,4,1,210,2,1,7,8,2
"1697",1697,1,NA,1,35,1,9,1711,1,1338,1,1,4,7,19,2,235,5,5,1,1,1,2,1,19,2
"1698",1698,1,NA,1,18,1,13,1152,1,1,1,1,1,2,53,1,873,3,1,1,1,1,2,2,8,2
"1699",1699,1,NA,2,26,2,10,1533,2,1,1,1,1,8,51,2,196,1,4,1,754,2,2,6,10,2
"1700",1700,0,NA,1,42,3,19,1666,1,1297,2,2,3,1,1,1,1402,12,2,1,1,1,1,2,11,2
"1701",1701,1,NA,1,45,1,16,946,1,654,2,2,3,6,21,2,219,1,4,2,814,4,2,4,11,2
"1702",1702,0,NA,1,30,1,15,53,1,1,2,2,2,9,35,2,220,12,3,2,1,1,1,3,7,1
"1703",1703,0,NA,1,45,1,15,662,1,493,2,2,1,2,28,1,1,1,4,2,1,1,1,1,2,1
"1704",1704,1,NA,1,27,5,1,1,1,102,2,1,1,5,32,2,1,3,4,1,628,2,1,1,14,2
"1705",1705,1,NA,1,41,1,16,1515,1,1133,2,2,4,1,24,1,1020,1,6,1,1,1,1,2,16,2
"1706",1706,0,NA,1,33,1,14,1381,1,893,2,2,1,8,9,1,1108,5,2,2,1,1,1,2,11,2
"1707",1707,1,NA,1,22,4,15,1377,2,1,1,1,2,2,37,2,700,1,5,1,282,3,1,2,7,2
"1708",1708,1,NA,1,30,1,1,1,1,1,1,1,3,5,9,2,448,2,1,1,1,1,1,5,16,2
"1709",1709,1,NA,1,7,2,11,84,1,70,2,1,1,8,62,2,417,9,4,2,676,3,2,11,1,2
"1710",1710,0,NA,1,29,1,15,1626,1,1174,2,1,3,7,15,1,1079,1,3,1,1,1,1,1,13,2
"1711",1711,1,NA,1,12,3,15,951,1,395,2,2,1,2,1,1,349,5,3,2,230,4,1,3,9,2
"1712",1712,0,NA,1,39,1,6,1270,1,1209,1,1,1,8,21,2,1040,8,5,1,1,1,1,1,2,1
"1713",1713,1,NA,1,18,1,10,257,1,347,1,1,2,3,28,2,171,3,5,1,164,2,1,1,7,2
"1714",1714,1,NA,1,30,1,15,1200,1,1025,2,2,2,7,37,1,585,3,1,2,85,2,1,5,8,2
"1715",1715,1,NA,1,29,1,13,623,1,436,2,1,2,2,1,1,335,12,5,1,755,2,1,8,2,2
"1716",1716,0,NA,1,24,1,13,1443,1,1087,2,2,1,8,26,2,1317,8,1,2,1,1,1,1,11,2
"1717",1717,0,NA,1,35,1,17,967,1,1006,2,2,2,2,6,1,1391,18,2,2,1,1,1,1,2,2
"1718",1718,0,NA,3,20,3,10,214,1,63,2,2,2,2,31,2,369,6,3,1,1,1,1,3,9,1
"1719",1719,1,NA,1,33,1,1,1,1,140,1,1,3,5,13,2,845,1,5,1,70,2,1,1,16,2
"1720",1720,0,NA,1,39,1,11,1437,1,1029,1,2,3,7,10,2,268,5,3,1,1,1,1,1,13,2
"1721",1721,1,NA,1,26,3,1,1,1,1,2,2,2,9,38,2,222,2,3,1,1,1,1,1,7,2
"1722",1722,1,NA,1,34,2,12,1042,1,716,2,2,1,8,54,1,262,1,3,2,1,1,1,1,2,2
"1723",1723,1,NA,1,33,1,15,763,1,768,2,2,1,7,30,1,424,3,3,1,393,5,1,3,2,2
"1724",1724,1,NA,1,28,1,12,774,1,624,1,2,1,8,18,1,849,3,6,2,1,1,1,2,3,2
"1725",1725,1,NA,1,32,1,14,409,1,502,2,1,4,5,28,2,300,3,5,1,600,5,1,6,11,2
"1726",1726,0,NA,1,32,1,12,1718,1,1311,2,2,3,8,17,2,1060,6,1,1,1,1,1,1,19,1
"1727",1727,0,NA,1,22,1,12,1576,1,1315,2,2,4,6,19,2,77,2,3,2,1,1,1,1,21,2
"1728",1728,1,NA,1,15,2,14,249,2,1,1,1,1,5,1,1,886,12,3,1,1,1,1,1,11,2
"1729",1729,1,NA,1,31,1,9,534,1,1,1,2,2,2,33,1,328,1,3,2,220,3,1,4,2,2
"1730",1730,1,NA,1,31,1,6,136,1,1,1,1,1,9,12,2,118,5,5,1,555,2,1,6,11,2
"1731",1731,1,NA,1,22,1,10,1644,1,1,1,1,4,6,40,2,77,6,4,1,153,3,1,2,19,2
"1732",1732,0,NA,1,35,1,9,1625,1,1241,2,2,1,8,42,2,895,5,1,2,1,1,1,2,13,2
"1733",1733,0,NA,1,27,1,13,1438,1,906,2,1,2,2,34,2,631,1,5,1,1,1,1,1,7,1
"1734",1734,1,NA,1,15,4,11,266,1,60,2,2,2,3,45,2,530,5,1,1,1,1,2,2,7,2
"1735",1735,0,NA,1,26,1,12,400,1,59,2,1,3,5,13,2,249,5,5,1,1,1,1,1,15,2
"1736",1736,0,NA,1,41,3,18,800,1,690,2,2,1,8,12,2,524,3,1,2,1,1,1,1,6,2
"1737",1737,1,NA,2,28,4,19,70,1,1,2,2,2,9,39,2,318,1,3,2,1,1,1,1,2,2
"1738",1738,0,NA,1,37,1,15,1552,1,1185,2,1,3,6,29,2,1067,1,5,1,265,2,1,1,17,2
"1739",1739,1,NA,1,13,5,13,915,2,1,1,2,4,1,21,2,603,1,1,1,1,1,1,3,14,2
"1740",1740,0,NA,1,32,1,8,1317,1,852,1,2,3,8,29,1,1061,1,2,2,1,1,1,1,7,1
"1741",1741,1,NA,1,20,2,12,253,2,1,1,1,2,2,29,2,184,3,4,1,750,4,2,7,5,2
"1742",1742,1,NA,1,30,1,13,1588,1,1199,1,1,3,8,2,2,114,3,5,1,486,2,1,4,17,2
"1743",1743,0,NA,1,40,1,16,1428,1,1234,2,1,1,7,17,2,418,6,5,1,1,1,1,1,12,2
"1744",1744,0,NA,1,39,3,14,954,1,774,2,1,1,2,39,1,526,5,5,1,1,1,1,1,12,1
"1745",1745,1,NA,1,22,3,1,1,1,118,2,1,2,5,6,2,77,1,4,1,1,1,1,1,2,2
"1746",1746,1,NA,1,28,1,5,1279,1,902,1,2,1,7,27,1,843,6,6,1,1,1,1,3,8,2
"1747",1747,0,NA,1,23,1,1,1,1,1,1,1,2,9,49,1,1015,2,4,1,1,1,1,1,2,1
"1748",1748,1,NA,1,16,3,14,509,1,469,2,1,2,2,37,1,365,12,1,1,1,1,1,4,2,2
"1749",1749,1,NA,1,25,1,13,1372,1,1071,2,2,1,2,16,1,354,1,3,1,737,2,2,5,12,2
"1750",1750,1,NA,1,31,1,11,490,1,423,2,2,2,2,55,2,42,1,1,2,1,1,1,2,2,2
"1751",1751,0,NA,1,15,3,10,350,2,1,1,1,2,3,26,2,439,5,5,1,1,1,2,1,2,1
"1752",1752,1,NA,1,28,2,12,21,2,1,1,1,2,5,35,1,1297,5,6,1,1,1,2,3,2,1
"1753",1753,0,NA,1,32,1,16,268,1,313,2,2,2,3,1,2,913,1,6,2,1,1,1,1,10,2
"1754",1754,1,NA,4,28,4,15,27,1,29,2,1,2,5,31,2,120,1,5,1,658,3,1,3,7,2
"1755",1755,0,NA,1,17,4,14,218,1,22,2,1,2,5,41,2,820,5,5,1,1,1,1,4,2,1
"1756",1756,0,NA,1,22,1,12,1390,1,1098,2,2,1,8,29,1,1408,1,2,2,1,1,1,1,7,2
"1757",1757,0,NA,1,28,1,1,1,1,38,1,1,3,5,20,2,1299,3,1,1,1,1,1,1,16,2
"1758",1758,1,NA,2,28,2,15,326,1,534,2,1,1,8,44,2,607,1,5,1,744,2,2,1,11,2
"1759",1759,0,NA,1,39,3,17,1052,1,709,2,1,2,2,13,2,962,9,3,1,1,1,2,1,7,2
"1760",1760,0,NA,1,38,1,17,645,1,717,2,2,3,6,43,2,624,1,1,2,596,2,1,1,9,2
"1761",1761,1,NA,2,24,3,15,1318,2,1,1,2,1,2,29,1,696,2,1,1,1,1,1,5,2,2
"1762",1762,0,NA,1,39,1,16,1265,1,1058,2,1,3,7,11,2,660,5,5,1,1,1,1,1,16,2
"1763",1763,0,NA,1,16,2,13,1051,1,642,2,2,3,6,28,2,604,5,1,2,1,1,2,1,18,2
"1764",1764,0,NA,1,16,1,10,1161,1,1019,1,2,2,2,1,2,557,12,1,1,1,1,1,1,2,2
"1765",1765,1,NA,1,32,1,14,942,1,910,2,2,1,2,7,1,478,1,1,1,831,3,2,5,11,2
"1766",1766,1,NA,1,18,3,13,22,2,1,1,2,1,9,36,2,74,1,3,1,763,3,2,5,11,2
"1767",1767,0,NA,1,17,6,17,179,1,276,2,1,2,5,31,2,139,1,4,1,1,1,1,1,2,1
"1768",1768,1,NA,1,36,1,15,1496,1,1189,2,1,2,2,16,1,786,1,5,1,1,1,1,2,2,2
"1769",1769,1,NA,1,22,3,13,1526,1,1132,2,1,1,7,29,2,306,3,5,1,1,1,1,5,11,2
"1770",1770,1,NA,3,28,3,14,1511,1,1161,2,1,1,7,5,2,1,1,5,1,1,1,1,1,17,2
"1771",1771,0,NA,1,35,1,9,1413,1,1041,2,2,2,2,28,1,1278,12,2,2,1,1,1,1,2,1
"1772",1772,0,NA,1,22,1,12,1256,1,15,1,1,2,5,48,2,136,4,4,1,245,3,1,2,2,1
"1773",1773,1,NA,1,44,3,19,484,1,454,2,2,3,6,31,2,394,3,5,2,74,3,1,1,10,2
"1774",1774,1,NA,1,36,1,11,411,1,1,1,2,1,3,38,1,1042,3,2,1,692,3,2,6,14,2
"1775",1775,1,NA,1,26,1,13,719,1,564,1,2,2,2,59,2,297,12,3,2,1,1,1,4,6,2
"1776",1776,0,NA,1,35,1,10,712,1,425,1,1,3,7,22,2,858,5,1,1,1,1,1,1,13,2
"1777",1777,1,NA,1,26,1,12,854,1,530,2,1,2,8,47,2,131,1,4,1,584,3,1,4,2,2
"1778",1778,1,NA,1,16,4,10,913,1,491,2,1,2,8,33,2,212,1,4,1,2,2,1,1,2,2
"1779",1779,1,NA,1,23,2,12,605,2,691,1,2,2,2,37,2,170,12,3,2,1,1,2,1,2,2
"1780",1780,1,NA,1,37,1,15,931,1,1,1,2,2,2,1,2,505,1,1,1,476,2,1,7,2,2
"1781",1781,1,NA,1,31,1,11,599,1,374,2,2,3,1,14,1,1311,1,2,2,1,1,1,3,19,2
"1782",1782,0,NA,1,30,1,15,1487,1,1221,2,2,3,7,45,1,1255,3,2,1,1,1,1,1,20,2
"1783",1783,1,NA,1,39,1,14,1093,1,676,2,2,2,2,40,1,691,16,1,2,545,4,1,7,2,2
"1784",1784,1,NA,1,26,3,17,1430,1,1191,2,1,3,6,33,2,37,5,5,1,782,3,2,1,17,2
"1785",1785,0,NA,1,31,1,14,851,1,566,2,2,2,8,19,2,330,1,3,2,174,3,1,1,2,2
"1786",1786,0,NA,3,28,3,1,1,1,101,2,1,1,5,56,2,104,9,5,1,1,1,1,5,12,1
"1787",1787,1,NA,1,40,1,15,1756,1,1361,2,2,4,7,37,1,1159,1,2,2,785,4,2,1,14,2
"1788",1788,0,NA,1,36,1,14,1101,1,1,1,2,1,8,30,2,797,1,1,1,1,1,1,3,10,1
"1789",1789,1,NA,1,23,1,1,1,1,1,1,1,2,9,36,1,83,16,5,1,1,1,2,6,14,2
"1790",1790,1,NA,1,22,1,10,638,1,551,1,1,2,2,1,1,919,3,3,1,1,1,1,3,5,2
"1791",1791,0,NA,1,19,2,13,306,1,182,2,2,2,3,62,2,191,1,3,1,494,2,1,1,2,1
"1792",1792,0,NA,1,25,1,5,174,1,48,2,2,3,8,40,2,92,5,3,1,1,1,1,1,17,2
"1793",1793,1,NA,1,11,3,9,1049,1,844,2,1,1,2,1,1,392,9,5,1,562,3,1,4,11,2
"1794",1794,0,NA,1,19,3,12,117,2,1,1,1,2,3,35,2,18,12,4,1,75,2,1,6,2,1
"1795",1795,1,NA,1,16,1,6,106,1,182,2,1,2,3,15,1,750,9,3,1,1,1,1,1,2,2
"1796",1796,1,NA,1,31,1,12,1155,1,785,1,1,2,2,12,1,252,2,5,1,1,1,1,1,2,2
"1797",1797,0,NA,1,51,2,15,48,1,550,2,1,2,5,22,2,293,12,4,1,1,1,1,1,2,1
"1798",1798,1,NA,1,16,2,10,1307,2,843,1,2,3,1,13,2,544,1,1,2,1,1,1,5,25,2
"1799",1799,0,NA,1,44,1,1,1,1,1,1,2,2,9,25,2,936,5,5,1,1,1,1,1,10,1
"1800",1800,1,NA,1,32,1,8,451,1,628,2,1,1,2,21,1,208,16,5,1,705,3,1,8,12,2
"1801",1801,1,NA,1,25,1,12,783,1,1,1,1,2,3,41,2,822,3,1,1,474,3,1,5,2,2
"1802",1802,0,NA,1,38,1,16,499,1,318,2,2,2,2,11,2,354,17,3,2,141,2,1,5,8,2
"1803",1803,0,NA,1,24,1,12,578,1,476,2,1,2,3,10,2,599,1,1,1,1,1,1,1,2,2
"1804",1804,1,NA,1,30,1,10,200,1,124,1,2,1,2,10,1,459,5,1,2,1,1,1,3,9,2
"1805",1805,1,NA,2,26,3,16,379,1,610,2,1,1,7,39,2,534,4,5,1,764,2,1,1,10,2
"1806",1806,1,NA,1,27,1,11,1329,1,905,1,1,1,2,25,1,683,1,5,1,1,1,1,1,15,2
"1807",1807,1,NA,1,8,2,10,269,2,1,1,1,2,3,8,2,188,2,5,1,328,4,1,4,8,2
"1808",1808,1,NA,1,28,2,12,390,2,242,1,2,2,3,24,1,339,3,3,2,1,1,1,2,7,2
"1809",1809,0,NA,1,25,1,13,1463,1,1043,2,2,3,8,22,1,451,3,3,2,1,1,1,1,17,2
"1810",1810,1,NA,1,36,1,12,1757,1,1363,1,2,4,1,19,1,1132,5,2,1,1,1,1,2,13,2
"1811",1811,0,NA,1,19,1,9,801,1,527,2,1,1,8,21,2,1,6,5,1,1,1,1,1,7,2
"1812",1812,1,NA,1,30,1,12,1771,1,1364,1,1,4,4,35,2,520,5,5,1,1,1,1,1,17,2
"1813",1813,1,NA,1,35,1,1,1,1,1,2,1,2,9,58,1,876,16,1,1,482,3,2,4,10,2
"1814",1814,1,NA,1,31,1,15,910,1,1,1,1,2,7,28,2,149,5,5,1,553,4,1,4,2,2
"1815",1815,1,NA,1,44,1,12,834,1,1,1,1,2,2,37,2,1,6,4,1,1,1,1,1,8,2
"1816",1816,0,NA,1,37,1,15,1061,1,1037,2,1,1,7,20,2,219,5,4,1,1,1,1,3,11,2
"1817",1817,0,NA,1,25,1,11,1358,1,1104,2,2,1,7,7,2,1,3,1,2,21,3,1,1,14,2
"1818",1818,0,NA,1,19,5,1,1,1,1,2,1,2,9,31,1,652,9,5,1,1,1,2,1,2,1
"1819",1819,0,NA,1,29,1,13,42,1,1,1,2,2,9,4,2,6,1,1,1,1,1,1,1,2,2
"1820",1820,1,NA,1,20,1,10,695,1,1,1,1,3,6,31,2,456,13,5,1,251,2,1,5,16,2
"1821",1821,0,NA,1,28,1,13,97,1,357,2,2,3,7,22,2,561,3,1,2,1,1,1,1,19,2
"1822",1822,0,NA,1,8,1,9,1053,1,871,1,2,1,8,14,2,643,9,1,2,428,2,1,6,13,2
"1823",1823,0,NA,1,24,1,12,1063,1,719,2,1,1,2,2,1,906,9,5,1,1,1,2,1,15,1
"1824",1824,1,NA,1,27,1,8,163,1,439,2,1,2,5,49,2,312,1,5,1,1,1,1,1,2,2
"1825",1825,1,NA,1,29,1,12,1402,1,1,1,2,3,8,17,1,730,6,6,1,114,2,1,1,19,2
"1826",1826,1,NA,1,30,1,13,28,1,197,2,1,2,9,53,1,290,1,4,1,61,3,1,5,8,2
"1827",1827,1,NA,1,20,1,8,469,1,414,1,2,3,6,57,2,666,8,1,1,223,4,1,3,15,2
"1828",1828,1,NA,1,31,1,11,679,1,419,1,2,3,6,62,2,103,1,3,2,1,1,1,5,15,2
"1829",1829,0,NA,1,27,1,13,468,1,486,2,1,2,2,22,2,1023,10,1,1,1,1,1,2,2,1
"1830",1830,1,NA,1,20,1,9,1401,1,1,1,1,1,8,33,2,1187,1,4,1,518,2,1,1,12,2
"1831",1831,0,NA,1,25,3,14,554,1,353,2,1,2,3,11,2,658,6,4,1,1,1,1,1,2,2
"1832",1832,0,NA,1,36,1,14,1165,1,988,2,1,4,7,20,2,145,9,5,1,415,2,1,2,17,2
"1833",1833,0,NA,1,19,1,13,1211,1,1017,2,2,1,8,27,2,506,6,1,2,573,4,1,6,12,2
"1834",1834,0,NA,1,26,2,12,1138,1,791,2,1,1,7,31,2,565,2,5,1,33,2,1,2,19,2
"1835",1835,1,NA,1,31,1,12,1453,1,1125,1,1,3,1,32,1,952,6,3,1,733,4,2,1,24,2
"1836",1836,1,NA,1,32,1,8,1059,1,811,1,2,3,6,24,2,994,5,6,1,1,1,1,2,11,2
"1837",1837,1,NA,4,27,5,19,933,1,636,2,2,2,7,13,2,667,1,1,2,1,1,1,1,2,2
"1838",1838,1,NA,1,30,1,7,443,1,1,1,1,2,2,59,2,824,1,4,1,1,1,2,7,2,2
"1839",1839,0,NA,1,40,1,15,1342,1,990,2,1,4,7,16,2,813,1,5,1,1,1,1,1,15,2
"1840",1840,1,NA,3,20,3,11,734,1,619,2,2,2,2,33,1,326,3,3,1,161,3,1,4,9,2
"1841",1841,0,NA,1,34,1,14,439,1,658,1,1,2,2,42,2,321,3,5,1,1,1,1,1,7,1
"1842",1842,0,NA,2,26,3,6,14,2,1,1,2,1,9,34,2,4,2,1,2,1,1,1,1,6,1
"1843",1843,1,NA,1,10,3,16,104,1,1,2,1,2,9,35,2,1342,1,3,1,647,3,1,2,9,2
"1844",1844,1,NA,1,36,1,12,1559,1,1159,2,2,3,1,44,1,830,5,6,1,1,1,1,1,16,2
"1845",1845,0,NA,1,37,1,13,1119,1,1028,2,2,3,7,9,1,1345,6,2,1,1,1,1,1,18,2
"1846",1846,1,NA,1,37,1,16,1163,1,1072,2,2,1,7,9,1,1023,6,6,1,1,1,1,3,11,2
"1847",1847,0,NA,1,23,3,9,1194,1,750,2,2,1,2,28,1,605,9,1,2,1,1,1,1,10,2
"1848",1848,0,NA,1,41,1,12,1451,1,1224,2,2,1,8,28,2,780,1,6,1,1,1,1,1,13,2
"1849",1849,1,NA,1,24,1,12,578,1,364,2,1,2,3,21,2,205,6,4,1,1,1,1,4,2,2
"1850",1850,0,NA,1,20,5,6,1240,2,1,1,1,2,2,31,1,935,5,5,1,1,1,1,1,2,1
"1851",1851,1,NA,1,28,1,11,1388,1,1182,2,1,3,8,43,2,440,1,5,1,225,2,1,6,14,2
"1852",1852,0,NA,1,28,1,11,771,1,552,1,2,4,8,32,2,1,1,1,2,1,1,1,1,13,2
"1853",1853,1,NA,1,33,1,12,841,1,829,2,2,2,2,11,1,1233,1,2,1,1,1,1,3,9,2
"1854",1854,0,NA,3,20,3,8,1608,1,1042,2,1,1,8,17,2,908,10,1,1,1,1,1,1,9,1
"1855",1855,0,NA,1,26,4,15,1640,1,1275,2,1,3,7,13,2,1231,9,1,1,1,1,1,3,15,2
"1856",1856,1,NA,1,27,3,14,668,1,407,2,1,2,3,31,2,387,3,5,1,1,1,1,3,2,2
"1857",1857,0,NA,1,29,1,6,1645,1,1,1,2,3,6,15,2,636,12,1,2,1,1,1,1,15,2
"1858",1858,1,NA,1,28,1,16,1620,1,1,1,1,3,6,23,2,1173,2,1,1,430,3,1,7,18,2
"1859",1859,1,NA,1,33,1,10,1674,1,1285,2,1,4,4,39,2,454,7,3,1,1,1,2,2,17,2
"1860",1860,0,NA,3,41,4,16,632,1,663,2,1,2,3,39,2,222,3,1,1,1,1,1,1,2,1
"1861",1861,1,NA,1,28,1,11,749,1,1,1,2,3,1,55,2,518,8,1,1,497,4,1,5,11,2
"1862",1862,0,NA,1,29,1,13,155,1,103,2,1,3,5,40,2,198,9,5,1,1,1,1,1,12,1
"1863",1863,1,NA,1,25,1,13,1022,1,959,2,1,4,4,34,2,616,3,4,1,520,2,1,1,14,2
"1864",1864,1,NA,1,32,1,17,310,1,310,2,2,2,2,16,2,59,3,3,2,1,1,1,4,12,2
"1865",1865,1,NA,1,13,1,8,854,1,190,2,1,2,8,13,2,168,1,4,1,1,1,1,6,2,2
"1866",1866,0,NA,1,37,1,13,619,1,1,1,1,3,6,30,2,688,12,5,1,1,1,1,1,16,2
"1867",1867,0,NA,1,23,1,14,914,1,751,2,2,1,7,19,2,77,1,1,2,162,2,1,4,14,2
"1868",1868,0,NA,1,26,4,15,255,2,1,1,1,2,2,10,2,210,12,5,1,1,1,1,1,2,1
"1869",1869,1,NA,1,36,1,11,1603,1,1,1,2,3,1,14,1,801,9,6,2,86,4,1,4,11,2
"1870",1870,1,NA,1,42,1,14,10,1,84,2,1,2,5,28,2,192,1,5,1,125,3,1,3,9,2
"1871",1871,1,NA,1,24,3,1,1,2,1102,1,1,2,9,15,2,613,1,4,1,219,2,1,1,2,2
"1872",1872,1,NA,1,30,1,11,1268,1,1,1,1,1,8,34,2,997,12,4,1,468,5,1,1,16,2
"1873",1873,0,NA,1,12,3,1,1,1,3,2,1,2,5,33,2,97,3,5,1,1,1,1,2,9,1
"1874",1874,0,NA,1,29,1,13,1528,1,1225,2,2,4,4,39,2,1377,1,1,1,156,2,1,1,15,2
"1875",1875,1,NA,1,40,1,15,105,1,241,2,1,2,9,35,1,720,8,3,1,1,1,1,3,10,2
"1876",1876,0,NA,1,28,3,15,225,2,304,1,1,2,2,48,1,34,9,5,1,1,1,1,1,11,1
"1877",1877,0,NA,1,35,1,1,1,1,1,2,2,2,9,25,2,140,5,1,2,1,1,1,2,6,1
"1878",1878,1,NA,1,12,2,1,1,2,1,1,2,2,9,28,2,53,5,1,2,195,4,1,9,8,2
"1879",1879,1,NA,1,34,1,14,781,1,622,2,1,1,2,46,1,1180,9,3,1,68,4,1,4,2,2
"1880",1880,1,NA,2,30,1,8,467,1,366,2,1,2,3,39,1,1247,5,3,1,1,1,1,1,2,2
"1881",1881,0,NA,1,23,1,14,1039,1,683,2,1,2,5,1,2,600,3,5,1,1,1,1,1,8,2
"1882",1882,0,NA,1,31,1,9,742,1,393,2,2,2,3,64,1,971,1,6,1,1,1,1,1,11,1
"1883",1883,0,NA,1,37,1,15,1447,1,1084,2,1,3,6,29,2,992,5,1,1,1,1,1,2,21,2
"1884",1884,1,NA,1,39,1,10,207,1,1,1,2,1,7,24,2,372,5,3,2,1,1,1,4,14,2
"1885",1885,1,NA,1,16,1,11,669,1,644,1,1,2,7,11,2,101,1,4,1,1,1,2,3,12,2
"1886",1886,1,NA,1,23,1,14,232,1,123,2,1,2,2,25,2,35,3,5,1,1,1,1,1,2,2
"1887",1887,1,NA,1,22,1,13,769,1,737,2,2,1,7,42,2,346,5,3,2,1,1,2,2,11,2
"1888",1888,0,NA,1,32,1,8,888,1,492,2,1,1,8,35,2,1041,12,1,1,386,2,1,6,11,2
"1889",1889,1,NA,1,34,1,12,76,1,209,1,2,2,9,27,1,674,5,1,2,1,1,1,2,10,2
"1890",1890,1,NA,1,40,1,14,1775,1,1372,1,2,3,8,38,1,1411,1,2,2,632,3,1,7,16,2
"1891",1891,0,NA,1,33,1,11,700,1,472,2,1,1,7,16,2,630,3,5,1,1,1,1,2,6,2
"1892",1892,1,NA,1,9,4,16,1092,1,725,2,1,2,7,33,2,447,1,5,1,159,4,1,6,8,2
"1893",1893,0,NA,1,26,1,14,689,1,355,2,1,2,2,8,2,345,1,5,1,1,1,1,1,2,1
"1894",1894,0,NA,1,23,1,13,650,1,188,2,2,2,3,34,2,581,1,1,2,1,1,1,1,2,1
"1895",1895,1,NA,1,28,3,16,1661,1,1260,2,2,3,1,18,1,892,1,6,2,568,3,1,7,16,2
"1896",1896,1,NA,1,17,2,12,1691,2,1,1,1,3,7,18,2,937,3,4,1,1,1,1,1,19,2
"1897",1897,1,NA,1,23,3,15,271,1,293,2,1,2,3,15,2,200,1,1,1,357,3,1,2,2,2
"1898",1898,1,NA,1,24,1,10,1748,1,1352,1,2,3,1,30,1,1053,6,2,2,381,4,1,1,16,2
"1899",1899,0,NA,1,24,4,13,1000,1,860,2,2,2,3,24,2,1239,1,1,2,1,1,1,3,2,2
"1900",1900,1,NA,1,23,4,10,170,1,129,2,1,2,3,29,2,170,5,5,1,695,3,2,4,2,2
"1901",1901,1,NA,2,26,3,16,907,1,758,2,2,1,3,12,1,1267,5,2,2,1,1,1,1,9,2
"1902",1902,1,NA,2,43,3,18,814,2,926,1,2,3,1,1,1,1247,3,2,1,1,1,1,1,13,2
"1903",1903,0,NA,1,35,1,12,629,1,681,1,1,1,3,28,2,90,3,5,1,1,1,1,1,11,1
"1904",1904,1,NA,1,27,1,12,576,1,362,1,1,2,5,7,2,92,5,5,1,3,2,1,2,2,2
"1905",1905,0,NA,2,24,4,14,3,2,1,1,1,2,5,10,2,89,3,5,1,550,2,1,6,2,1
